applicant_name_patstat,company_name_stock,ticker_stock,match_score,match_type,sector_match,parent_match,confidence_mean,confidence_lower,confidence_upper,total_patents
"Nippon Gas Co., Ltd.","Nippon Gas Co., Ltd.",NG0.F,1.0,exact,True,True,1.0,1.0,1.0,15
"Sumitomo Bakelite Co., Ltd.",Sumitomo Bakelite Company Limited,SZ8.MU,1.0,exact,False,True,1.0,1.0,1.0,15
FUJIFILM Corporation,FUJIFILM Holdings Corporation,FUJIY,1.0,exact,False,True,1.0,1.0,1.0,15
"Epizyme, Inc.","Epizyme, Inc.",EPZM,1.0,exact,False,True,1.0,1.0,1.0,15
Andritz Oy,Andritz AG,ADRZY,0.9954117647058824,fuzzy,False,True,0.9954117647058822,0.9954117647058821,0.9954117647058823,15
"Hitachi, Ltd.","Hitachi, Ltd.",HIA1.F,1.0,exact,False,True,0.9941847041847042,0.9799551879363431,1.0,15
NEKTAR THERAPEUTICS,Nektar Therapeutics,NKTR,1.0,exact,False,True,1.0,1.0,1.0,15
"MERRIMACK PHARMACEUTICALS, INC.","Merrimack Pharmaceuticals, Inc.",MACK,1.0,exact,False,True,1.0,1.0,1.0,15
"Idemitsu Kosan Co., Ltd.",Idemitsu Kosan Co. Limited,IDKOF,1.0,exact,False,True,1.0,1.0,1.0,15
MOOG INC.,Moog Inc.,MOG-A,1.0,exact,False,True,1.0,1.0,1.0,15
UNICHARM CORPORATION,UNICHARM CORP.,UN4.BE,1.0,exact,False,True,1.0,1.0,1.0,15
"KYOWA HAKKO KIRIN CO., LTD.","Kyowa Hakko Kirin Co., Ltd.",KY4.F,1.0,exact,False,True,1.0,1.0,1.0,15
"Morinaga Milk Industry Co., Ltd.","Morinaga Milk Industry Co., Ltd.",MO8.F,1.0,exact,False,True,1.0,1.0,1.0,14
Basilea Pharmaceutica AG,Basilea Pharmaceutica AG,BSLN.SW,1.0,exact,True,True,1.0,1.0,1.0,14
"Kimberly-Clark Worldwide, Inc.",Kimberly-Clark Corporation,KMB,1.0,exact,False,True,1.0,1.0,1.0,14
Morphosys AG,Morphosys AG,MOR.DE,1.0,exact,False,True,1.0,1.0,1.0,14
"Hanmi Pharm. Co., Ltd.","Hanmi Pharm. Co., Ltd.",128940.KS,1.0,exact,False,True,1.0,1.0,1.0,14
"AptarGroup, Inc.","AptarGroup, Inc.",ATR,1.0,exact,False,True,1.0,1.0,1.0,14
DIGNITY HEALTH,Dignity plc,DTY.L,0.8766666666666667,fuzzy,False,True,0.8766666666666667,0.8766666666666667,0.8766666666666667,14
Arkema Inc.,ARKEMA,AKEN.MX,1.0,exact,False,True,1.0,1.0,1.0,14
DH Technologies Development Pte. Ltd.,Co-Tech Development Corporation,8358.TWO,1.0,exact,False,True,1.0,1.0,1.0,14
Johnson Matthey PLC,Johnson Matthey Plc,JMAT.L,1.0,exact,False,True,1.0,1.0,1.0,14
NATIONAL OILWELL VARCO NORWAY AS,National Oilwell Varco Inc. Reg,NO8.SG,0.8661604774535808,fuzzy,True,False,0.8661604774535808,0.8661604774535808,0.8661604774535808,14
TRANSGENE SA,Transgene SA,TNG.PA,1.0,exact,False,True,1.0,1.0,1.0,14
TEGA INDUSTRIES LIMITED,Telpac Industries Inc,TLPC,0.8887712418300654,fuzzy,False,False,0.8867948668415201,0.8616826416010999,0.9119070920819403,14
"PTC THERAPEUTICS, INC.","PTC Therapeutics, Inc.",PTCT,1.0,exact,False,True,1.0,1.0,1.0,14
"Almirall, S.A.","Almirall, S.A.",ALM.MC,1.0,exact,False,True,1.0,1.0,1.0,14
"ARENA PHARMACEUTICALS, INC.","Arena Pharmaceuticals, Inc.",ARNA,1.0,exact,False,True,1.0,1.0,1.0,14
"FMC Technologies, Inc.",FMC Corporation,FMC,1.0,exact,False,True,1.0,1.0,1.0,14
DOW TECHNOLOGY INVESTMENTS LLC,Dolat Investments Limited,DOLAT.BO,0.9506760037348272,fuzzy,True,False,0.9270898324241976,0.6273991108027781,1.0,14
"FUTABA INDUSTRIAL CO., LTD.",FUTABA INDUSTRIAL,FBILF,1.0,exact,False,True,1.0,1.0,1.0,14
BAE Systems plc,BAE Systems plc,BAESY,1.0,exact,False,True,1.0,1.0,1.0,13
"Shin-Etsu Chemical Co., Ltd.",SHIN-ETSU CHEM.,SEH.BE,1.0,exact,False,True,1.0,1.0,1.0,13
SAINT-GOBAIN ISOVER,SAINT-GOBAIN,SGOB-U.TI,1.0,exact,True,True,1.0,1.0,1.0,13
ABB OY,ABB Ltd,ABB,0.8700000000000001,fuzzy,False,True,0.87,0.8699999999999999,0.8700000000000001,13
CERAVISION LIMITED,"CaerVision Global, Inc.",SUGO,0.908,fuzzy,False,False,0.908,0.908,0.908,13
"NIPPON GAS CO., LTD.","Nippon Gas Co., Ltd.",NG0.F,1.0,exact,True,True,1.0,1.0,1.0,13
MANNKIND CORPORATION,MannKind Corporation,MNKD,1.0,exact,False,True,1.0,1.0,1.0,13
"Ono Pharmaceutical Co., Ltd.","Ono Pharmaceutical Co., Ltd.",ON4.MU,1.0,exact,True,True,1.0,1.0,1.0,13
ConocoPhillips Company,ConocoPhillips,COP,1.0,exact,False,True,1.0,1.0,1.0,13
MASCOMA CORPORATION,Masco Corporation,MAS,1.0,exact,False,True,1.0,1.0,1.0,13
"PPG Industries Ohio, Inc.","PPG Industries, Inc.",PPG,1.0,exact,False,True,1.0,1.0,1.0,13
"POET RESEARCH, INC.",POET Technologies Inc.,POETF,1.0,exact,False,True,1.0,1.0,1.0,13
RANBAXY LABORATORIES LIMITED,Ranbaxy Laboratories Ltd.,RANBAXY.NS,1.0,exact,False,True,0.9796464646464647,0.9422491590349459,1.0,13
SIG Technology AG,SIG plc,SHI.L,1.0,exact,False,True,1.0,1.0,1.0,13
NV BEKAERT SA,NV BEKAERT SA,BEKSF,1.0,exact,False,True,1.0,1.0,1.0,13
ABLYNX NV,Ablynx NV,ABLX.BR,1.0,exact,False,True,1.0,1.0,1.0,13
SYNTA PHARMACEUTICALS CORP.,Synta Pharmaceuticals Corp.,SNTA,1.0,exact,True,True,1.0,1.0,1.0,13
"Nippon Paper Industries Co., Ltd.","Nippon Paper Industries Co., Ltd.",9NI.F,1.0,exact,True,True,1.0,1.0,1.0,13
CIPLA Limited,Cipla Limited,CIPLA.NS,1.0,exact,False,True,1.0,1.0,1.0,13
"Aerovironment, Inc.","AeroVironment, Inc.",AVAV,1.0,exact,False,True,1.0,1.0,1.0,13
Societe BIC,Société BIC SA,BB.PA,1.0,exact,False,True,1.0,1.0,1.0,13
Iogen Energy Corporation,Iona Energy Inc.,IONAF,0.949018006148441,fuzzy,True,False,0.9363478753130927,0.9283928285456511,0.9443029220805343,13
Sika Technology AG,Sika AG,SKFOF,1.0,exact,False,True,1.0,1.0,1.0,13
"ITO EN, LTD.","Ito En, Ltd.",ITOEF,1.0,exact,False,True,1.0,1.0,1.0,13
Array BioPharma Inc.,"ARCA biopharma, Inc.",HQ1N.F,1.0,exact,True,False,1.0,1.0,1.0,12
"Mochida Pharmaceutical Co., Ltd.","Mochida Pharmaceutical Co., Ltd.",MFY.F,1.0,exact,True,True,1.0,1.0,1.0,12
ORICA INTERNATIONAL PTE LTD,Orica Limited,ORI.AX,1.0,exact,False,True,1.0,1.0,1.0,12
GEOX S.P.A.,Geox S.p.A.,GXSBY,1.0,exact,False,True,1.0,1.0,1.0,12
Intertechnique,"Intertech Solutions , Inc.",ITEC,1.0,exact,True,True,1.0,1.0,1.0,12
ENDOSPAN LTD.,Endo International plc,ENL.TO,0.8766666666666667,fuzzy,False,True,0.8766666666666666,0.8766666666666663,0.8766666666666669,12
Petrowell Limited,Petro Welt Technologies AG,O2C.DE,0.871953216374269,fuzzy,False,False,0.871953216374269,0.871953216374269,0.871953216374269,12
Sanden Corporation,Sanden Holdings Corporation,SOE1.F,1.0,exact,False,True,1.0,1.0,1.0,12
LANXESS INTERNATIONAL SA,LANXESS AG,LXS.MU,1.0,exact,False,True,1.0,1.0,1.0,12
ABB Technology Ltd,ABB Ltd,ABB,1.0,exact,False,True,0.9975213675213676,0.9921208912769027,1.0,12
"SMARTCELLS, INC.",Smart Technologies Inc.,SMA.TO,0.8766666666666667,fuzzy,False,True,0.8766666666666666,0.8766666666666663,0.8766666666666669,12
"NIPPON SHARYO, LTD.","Nippon Sharyo, Ltd.",NPPSF,1.0,exact,False,True,1.0,1.0,1.0,12
KINGSPAN HOLDINGS (IRL) LIMITED,Kingspan Group plc,KGP.L,0.9766666666666667,fuzzy,False,True,0.9766666666666668,0.9766666666666667,0.9766666666666669,12
XEROS LIMITED,Xero Limited,XRO.AX,1.0,exact,False,True,1.0,1.0,1.0,11
PETROLEUM TECHNOLOGY COMPANY AS,Global Petroleum Limited,GBP.AX,1.0,exact,True,True,1.0,1.0,1.0,11
BAYER CROPSCIENCE LP,BAYER CROPSCIENCE LTD.,BAYERCROP.BO,1.0,exact,False,True,1.0,1.0,1.0,11
MITSUBISHI ELECTRIC CORPORATION,Mitsubishi Electric Corporation,MIELY,1.0,exact,True,True,0.9860988582567531,0.9727831541760337,0.9994145623374726,11
LATCHWAYS PLC,Latchways plc,LCWYF,1.0,exact,False,True,1.0,1.0,1.0,11
SUMITOMO ELECTRIC HARDMETAL CORP.,"Sumitomo Electric Industries, Ltd.",SMTOY,0.8572113997113996,fuzzy,True,False,0.8572113997113996,0.8572113997113996,0.8572113997113996,11
KT Corporation,KT Corporation,KT,1.0,exact,False,True,0.982098765432099,0.9690447817611516,0.9951527491030463,11
MEDIATEK INC.,MediaTek Inc.,2454.TW,1.0,exact,False,True,0.976346153846154,0.6757955418113188,1.0,11
"PPG INDUSTRIES OHIO, INC.","PPG Industries, Inc.",PPG,1.0,exact,False,True,1.0,1.0,1.0,11
MITSUBISHI TANABE PHARMA CORPORATION,MITSUBISHI TANABE PHARMA,TAY.BE,1.0,exact,True,True,1.0,1.0,1.0,11
Tokuyama Corporation,TOKUYAMA CORP.,TBT.MU,1.0,exact,False,True,1.0,1.0,1.0,11
"IRONWOOD PHARMACEUTICALS, INC.","Ironwood Pharmaceuticals, Inc.",IRWD,1.0,exact,True,True,1.0,1.0,1.0,11
"Alnylam Pharmaceuticals, Inc.","Alnylam Pharmaceuticals, Inc.",ALNY,1.0,exact,False,True,0.9894925925925926,0.9442828674290816,1.0,11
Hutchinson,Hutchinson Technology Inc.,HTCH,1.0,exact,False,True,0.976346153846154,0.9328849026120003,1.0,11
"TARGACEPT, INC.","Targacept, Inc.",TRGT,1.0,exact,False,True,1.0,1.0,1.0,11
Andritz AG,Andritz AG,ADRZY,1.0,exact,False,True,1.0,1.0,1.0,11
Interroll Holding AG,Interroll Holding AG,INRN.SW,1.0,exact,False,True,1.0,1.0,1.0,11
Ascendis Pharma A/S,Ascendis Pharma A/S,ASND,1.0,exact,False,True,1.0,1.0,1.0,11
Uni-Charm Corporation,UNICHARM CORP.,UN4.BE,0.9438779956427016,fuzzy,False,False,0.9438779956427016,0.9438779956427016,0.9438779956427016,11
Posco,POSCO,005490.KS,1.0,exact,False,True,1.0,1.0,1.0,11
"CODEXIS, INC.","Codexis, Inc.",CDXS,1.0,exact,False,True,1.0,1.0,1.0,11
Lonza LTD,Lonza Group Ltd,LO3.DE,1.0,exact,False,True,1.0,1.0,1.0,11
Zealand Pharma A/S,Zealand Pharma A/S,22Z.F,1.0,exact,True,True,1.0,1.0,1.0,11
"Ajinomoto Co., Inc.",AJINOMOTO,AJI.MU,1.0,exact,False,True,1.0,1.0,1.0,11
SMART HUB PTE. LTD.,Smart Technologies Inc.,SMA.TO,0.9112698412698413,fuzzy,False,True,0.9112698412698413,0.9112698412698413,0.9112698412698413,11
"ENDOCYTE, INC.","Endocyte, Inc.",ECYT,1.0,exact,False,True,1.0,1.0,1.0,11
ARCELORMITTAL,ArcelorMittal,MT,1.0,exact,False,True,1.0,1.0,1.0,11
BP Chemicals Limited,Bodal Chemicals Limited,BODALCHEM.NS,0.886956228956229,fuzzy,True,False,0.8818236331569665,0.8597398558308428,0.9039074104830903,11
BAVARIAN NORDIC A/S,Bavarian Nordic A/S,BVNKF,1.0,exact,False,True,1.0,1.0,1.0,11
"Kobe Steel, Ltd.","Kobe Steel, Ltd.",KBSTF,1.0,exact,True,True,1.0,1.0,1.0,11
Avery Dennison Corporation,Avery Dennison Corporation,AVY,1.0,exact,False,True,1.0,1.0,1.0,11
"ILLUMINA, INC.","Illumina, Inc.",ILMN,1.0,exact,False,True,1.0,1.0,1.0,10
E. I. Du Pont de Nemours and Company,E. I. du Pont de Nemours and Company,DD,1.0,exact,False,True,1.0,1.0,1.0,10
Cabot Corporation,Cabot Corporation,CBT,1.0,exact,False,True,1.0,1.0,1.0,10
Lintec Corporation,LINTEC Corporation,LNTEF,1.0,exact,False,True,1.0,1.0,1.0,10
SHAWCOR LTD.,ShawCor Ltd.,SCL.TO,1.0,exact,False,True,1.0,1.0,1.0,10
"CSP TECHNOLOGIES, INC.",CSP Inc.,CSPI,1.0,exact,False,True,0.9785185185185187,0.9323048410514122,1.0,10
MASCO BATH CORPORATION,Masco Corporation,MAS,0.8766666666666667,fuzzy,False,True,0.8766666666666666,0.8766666666666663,0.8766666666666669,10
